,originalLocation,col_1_label,col_1_qty,col_2_label,col_2_qty,col_3_label,col_3_qty,col_4_label,col_4_qty,col_5_label,col_5_qty,col_6_label,col_6_qty,col_7_label,col_7_qty,col_8_label,col_8_qty,col_9_label,col_9_qty,col_10_label,col_10_qty,col_11_label,col_11_qty,col_12_label,col_12_qty,col_13_label,col_13_qty,col_14_label,col_14_qty,col_15_label,col_15_qty,col_16_label,col_16_qty,col_17_label,col_17_qty,col_18_label,col_18_qty
564,G-21-11,B24J86,10.0,D8AMD3,16.0,HXQR4L,11.0,6NDM0O,15.0,TQBVRI,15.0,9KZ6W1,12.0,0SJH1Z,12.0,X0HH8Y,7.0,1ENECA,15.0,8BSFSA,10.0,RN2DSQ,4.0,RN2DSQ,12.0,SVJZKL,8.0,HOUJQN,12.0,6M2FJM,8.0,I1KDJ0,9.0,02MRUH,6.0,F7LULH,10.0
565,G-21-12,JGP0ID,7.0,0SJH1Z,13.0,M67GNC,4.0,37VA62,16.0,XPZSZ1,5.0,HGXJD0,5.0,SMMRK3,14.0,JUUL5B,6.0,EA91CP,9.0,QVFB0Q,16.0,05W6TK,4.0,2OAVPY,5.0,EYEOXS,7.0,AX7BJ8,4.0,BLJLMQ,12.0,VHQ356,11.0,DNLEH7,5.0,I1KDJ0,7.0
566,G-21-13,TBCCF7,5.0,JWTWL1,10.0,9FWH2G,15.0,8D9SAW,7.0,DSQXYR,5.0,5P4LRT,12.0,4E0KXI,15.0,NISP6K,12.0,02MRUH,4.0,CST1KC,14.0,ZVUW6Z,11.0,5P4LRT,9.0,TB6WIP,12.0,YN8OHN,12.0,JU0ODD,13.0,A7MDBC,11.0,KZ5VR3,10.0,4E0KXI,9.0
572,G-23-11,RUUOCB,4.0,9VBE59,14.0,UCRNWD,4.0,F29V5I,9.0,M8W7TS,13.0,QM2UH1,7.0,ZRCYSH,13.0,W25EZN,12.0,UU4A1K,12.0,6MKIC6,10.0,TAHFOD,11.0,NM6C73,10.0,EYEOXS,12.0,TOENMT,8.0,V7JUQL,5.0,CST1KC,5.0,PY5UPB,13.0,CU53FM,15.0
573,G-23-12,4ILN0A,9.0,EUMBM7,11.0,Y813MQ,6.0,70EPUK,10.0,PZUF7K,15.0,1JT1XB,8.0,6N3PKW,4.0,PZUF7K,6.0,HLOISD,13.0,ETU70R,15.0,HXQR4L,12.0,TB6WIP,9.0,8D9SAW,11.0,JWTWL1,10.0,QXS5D1,4.0,VHQ356,16.0,A7MDBC,11.0,2LPO6D,9.0
574,G-23-13,DGAONE,7.0,VWXLZJ,14.0,PC1PMV,16.0,UMKYTJ,5.0,NJVZEL,6.0,TBCCF7,16.0,RN2DSQ,16.0,JU0ODD,7.0,6N3PKW,14.0,HGXJD0,8.0,RUUOCB,13.0,XLTRGL,13.0,TNAHD4,5.0,RN2DSQ,8.0,6M2FJM,14.0,69L9MX,4.0,EBKM6C,4.0,6N3PKW,9.0
584,H-02-11,AB9XBU,11.0,AB9XBU,11.0,AB9XBU,11.0,AB9XBU,11.0,AB9XBU,11.0,AB9XBU,11.0,AB9XBU,11.0,AB9XBU,11.0,AB9XBU,11.0,AB9XBU,11.0,AB9XBU,11.0,AB9XBU,11.0,AB9XBU,11.0,AB9XBU,11.0,AB9XBU,11.0,AB9XBU,11.0,AB9XBU,11.0,AB9XBU,11.0
585,H-02-12,05W6TK,7.5,05W6TK,7.5,05W6TK,7.5,05W6TK,7.5,05W6TK,7.5,05W6TK,7.5,05W6TK,7.5,05W6TK,7.5,05W6TK,7.5,05W6TK,7.5,05W6TK,7.5,05W6TK,7.5,05W6TK,7.5,05W6TK,7.5,05W6TK,7.5,05W6TK,7.5,05W6TK,7.5,05W6TK,7.5
586,H-02-13,05W6TK,8.5,05W6TK,8.5,05W6TK,8.5,05W6TK,8.5,05W6TK,8.5,05W6TK,8.5,05W6TK,8.5,05W6TK,8.5,05W6TK,8.5,05W6TK,8.5,05W6TK,8.5,05W6TK,8.5,05W6TK,8.5,05W6TK,8.5,05W6TK,8.5,05W6TK,8.5,05W6TK,8.5,05W6TK,8.5
592,H-04-11,05W6TK,9.0,05W6TK,9.0,05W6TK,9.0,05W6TK,9.0,05W6TK,9.0,05W6TK,9.0,05W6TK,9.0,05W6TK,9.0,05W6TK,9.0,05W6TK,9.0,05W6TK,9.0,05W6TK,9.0,05W6TK,9.0,05W6TK,9.0,05W6TK,9.0,05W6TK,9.0,05W6TK,9.0,05W6TK,9.0
593,H-04-12,05W6TK,9.5,05W6TK,9.5,05W6TK,9.5,05W6TK,9.5,05W6TK,9.5,05W6TK,9.5,05W6TK,9.5,05W6TK,9.5,05W6TK,9.5,05W6TK,9.5,05W6TK,9.5,05W6TK,9.5,05W6TK,9.5,05W6TK,9.5,05W6TK,9.5,05W6TK,9.5,05W6TK,9.5,05W6TK,9.5
594,H-04-13,8N10W9,7.5,8N10W9,7.5,8N10W9,7.5,8N10W9,7.5,8N10W9,7.5,8N10W9,7.5,8N10W9,7.5,8N10W9,7.5,8N10W9,7.5,8N10W9,7.5,8N10W9,7.5,8N10W9,7.5,8N10W9,7.5,8N10W9,7.5,8N10W9,7.5,8N10W9,7.5,8N10W9,7.5,8N10W9,7.5
600,H-06-11,05W6TK,10.5,05W6TK,10.5,05W6TK,10.5,05W6TK,10.5,05W6TK,10.5,05W6TK,10.5,05W6TK,10.5,05W6TK,10.5,05W6TK,10.5,05W6TK,10.5,05W6TK,10.5,05W6TK,10.5,05W6TK,10.5,05W6TK,10.5,05W6TK,10.5,05W6TK,10.5,05W6TK,10.5,05W6TK,10.5
601,H-06-12,05W6TK,11.5,05W6TK,11.5,05W6TK,11.5,05W6TK,11.5,05W6TK,11.5,05W6TK,11.5,05W6TK,11.5,05W6TK,11.5,05W6TK,11.5,05W6TK,11.5,05W6TK,11.5,05W6TK,11.5,05W6TK,11.5,05W6TK,11.5,05W6TK,11.5,05W6TK,11.5,05W6TK,11.5,05W6TK,11.5
602,H-06-13,05W6TK,12.5,05W6TK,12.5,05W6TK,12.5,05W6TK,12.5,05W6TK,12.5,05W6TK,12.5,05W6TK,12.5,05W6TK,12.5,05W6TK,12.5,05W6TK,12.5,05W6TK,12.5,05W6TK,12.5,05W6TK,12.5,05W6TK,12.5,05W6TK,12.5,05W6TK,12.5,05W6TK,12.5,05W6TK,12.5
608,H-08-11,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5
609,H-08-12,HOUGRO,8.0,HOUGRO,8.0,HOUGRO,8.0,HOUGRO,8.0,HOUGRO,8.0,HOUGRO,8.0,HOUGRO,8.0,HOUGRO,8.0,HOUGRO,8.0,HOUGRO,8.0,HOUGRO,8.0,HOUGRO,8.0,HOUGRO,8.0,HOUGRO,8.0,HOUGRO,8.0,HOUGRO,8.0,HOUGRO,8.0,HOUGRO,8.0
610,H-08-13,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5
616,H-10-11,HOUGRO,9.0,HOUGRO,9.0,HOUGRO,9.0,HOUGRO,9.0,HOUGRO,9.0,HOUGRO,9.0,HOUGRO,9.0,HOUGRO,9.0,HOUGRO,9.0,HOUGRO,9.0,HOUGRO,9.0,HOUGRO,9.0,HOUGRO,9.0,HOUGRO,9.0,HOUGRO,9.0,HOUGRO,9.0,HOUGRO,9.0,HOUGRO,9.0
617,H-10-12,HOUGRO,9.0,HOUGRO,9.0,HOUGRO,9.0,HOUGRO,9.0,HOUGRO,9.0,HOUGRO,9.0,HOUGRO,9.0,HOUGRO,9.0,HOUGRO,9.0,HOUGRO,9.0,HOUGRO,9.0,HOUGRO,9.0,HOUGRO,9.0,HOUGRO,9.0,HOUGRO,9.0,HOUGRO,9.0,HOUGRO,9.0,HOUGRO,9.0
618,H-10-13,HOUGRO,13.0,HOUGRO,13.0,HOUGRO,13.0,HOUGRO,13.0,HOUGRO,13.0,HOUGRO,13.0,HOUGRO,13.0,HOUGRO,13.0,HOUGRO,13.0,HOUGRO,13.0,HOUGRO,13.0,HOUGRO,13.0,HOUGRO,13.0,HOUGRO,13.0,HOUGRO,13.0,HOUGRO,13.0,HOUGRO,13.0,HOUGRO,13.0
624,H-14-11,TAHFOD,5.0,M67GNC,11.0,FJ25W1,8.0,Q50W5L,5.0,5X8RAN,12.0,EA91CP,13.0,BLJLMQ,16.0,JEGRCL,15.0,4E0KXI,11.0,AX7BJ8,12.0,U95NWB,4.0,IYLV38,7.0,XSFSKX,11.0,56TC1Z,13.0,Q164T6,5.0,HI2X6U,6.0,PP9DNA,15.0,1JT1XB,5.0
625,H-14-12,RN2DSQ,14.0,J2URNJ,5.0,JWTWL1,4.0,APQKWK,12.0,JWTWL1,5.0,XSFSKX,12.0,YE890X,13.0,NJVZEL,15.0,ZGYCSW,10.0,IJBSQT,9.0,56TC1Z,11.0,AB9XBU,15.0,JHSQHS,15.0,70EPUK,4.0,ODZZLY,14.0,AB9XBU,16.0,XSFSKX,6.0,MLV9BR,10.0
626,H-14-13,UU4A1K,5.0,5P4LRT,8.0,02MRUH,6.0,IYLV38,6.0,UHYJ3A,16.0,N6JU7C,12.0,JGP0ID,11.0,WGHG3L,7.0,WGHG3L,9.0,U95NWB,9.0,VWXLZJ,12.0,I1X92B,9.0,IA7X1P,4.0,5P4LRT,14.0,U8203G,15.0,2OAVPY,13.0,U8203G,4.0,QP56BU,8.0
632,H-16-11,5P4LRT,6.0,EUMBM7,6.0,A7MDBC,5.0,VWXLZJ,7.0,ZGYCSW,15.0,JU0ODD,8.0,SY1DDY,5.0,O9YFO8,4.0,5X8RAN,7.0,EBKM6C,5.0,63KAC1,13.0,JHSQHS,10.0,F0P5OQ,12.0,S90CD9,10.0,O7TSVL,5.0,XLTRGL,10.0,122OKQ,10.0,SMMRK3,14.0
633,H-16-12,PC1PMV,4.0,JEGRCL,6.0,QOMHJ2,11.0,QOMHJ2,15.0,SMMRK3,15.0,4ILN0A,7.0,MLV9BR,12.0,Z26SRT,15.0,QTMT7N,6.0,S90CD9,9.0,UNPPMJ,14.0,UNPPMJ,4.0,D8AMD3,7.0,HXQR4L,16.0,2OAVPY,7.0,TB6WIP,4.0,M8W7TS,13.0,JU0ODD,11.0
634,H-16-13,NJVZEL,7.0,UDF17E,9.0,UHYJ3A,15.0,UU4A1K,8.0,EA91CP,12.0,PZUF7K,6.0,1D2ILZ,7.0,TBCCF7,5.0,ZX6MUV,6.0,2T1DJM,10.0,HA0BOB,13.0,0SJH1Z,10.0,1ENECA,12.0,02MRUH,12.0,PY5UPB,16.0,HXQR4L,8.0,YXGRMP,10.0,QTMT7N,5.0
640,H-18-11,VWXLZJ,6.0,G8ASPE,7.0,IYXV3Z,5.0,X31OGS,7.0,GPBMZJ,8.0,BLJLMQ,16.0,RUUOCB,10.0,69L9MX,6.0,ZGYCSW,14.0,ETU70R,8.0,122OKQ,15.0,IJBSQT,14.0,DF3KQM,12.0,A19092,9.0,DSQXYR,10.0,IJBSQT,9.0,IYXV3Z,9.0,CU53FM,13.0
641,H-18-12,AHR20O,4.0,9VBE59,4.0,KUFVRI,15.0,JHSQHS,8.0,QTMT7N,14.0,9S4AF8,6.0,TQBVRI,9.0,ODZZLY,12.0,JGP0ID,11.0,QP56BU,9.0,FQ53YY,11.0,3LQL9L,6.0,6MKIC6,15.0,O7AXAK,9.0,RN2DSQ,4.0,VWXLZJ,5.0,SMMRK3,15.0,F29V5I,7.0
642,H-18-13,1ENECA,4.0,IYXV3Z,8.0,I1X92B,14.0,TLFT43,5.0,Y813MQ,4.0,84ABYS,11.0,G8ASPE,7.0,8BSFSA,13.0,HI2X6U,7.0,Y813MQ,5.0,YRRNGL,4.0,MLV9BR,15.0,E2ES5Z,12.0,PZUF7K,8.0,1JT1XB,11.0,F73ZE1,13.0,SVFO5S,9.0,69L9MX,7.0
648,H-20-11,NJVZEL,11.0,A19092,5.0,69L9MX,6.0,PC1PMV,4.0,H1I7JZ,6.0,4E1WTK,9.0,ZGYCSW,15.0,SY1DDY,7.0,YN8OHN,5.0,S90CD9,4.0,0SJH1Z,10.0,CST1KC,7.0,SWN7AU,4.0,G8ASPE,16.0,W518XY,13.0,ZRCYSH,4.0,BLJLMQ,16.0,DNLEH7,16.0
649,H-20-12,E2ES5Z,16.0,800OVF,7.0,SWN7AU,16.0,5MNTT7,13.0,7GC57K,5.0,AHR20O,5.0,PY5UPB,5.0,QP56BU,13.0,066BOU,5.0,6N3PKW,12.0,Z26SRT,10.0,9VBE59,6.0,PC1PMV,15.0,TNZ1OO,6.0,Z8KPP8,10.0,ADT9MG,16.0,QTMT7N,4.0,69L9MX,7.0
650,H-20-13,DGAONE,10.0,8N10W9,4.0,TOENMT,13.0,X0HH8Y,7.0,S90CD9,6.0,I1KDJ0,16.0,UNPPMJ,11.0,2OAVPY,15.0,5X8RAN,9.0,QOMHJ2,15.0,6WT73N,14.0,HGXJD0,13.0,YXGRMP,16.0,D8AMD3,6.0,O9YFO8,13.0,XPZSZ1,5.0,JWTWL1,16.0,A19092,10.0
656,H-22-11,J3FI7N,16.0,SMMRK3,13.0,EAJXUV,4.0,M8W7TS,7.0,T3NVTG,13.0,SVJZKL,8.0,X31OGS,8.0,I2B1FH,15.0,YMN5EM,15.0,JWTWL1,13.0,J3FI7N,9.0,Q50W5L,13.0,XUZJ74,6.0,SVFO5S,11.0,YKQY4X,10.0,Y813MQ,8.0,IYLV38,12.0,SSQFQA,6.0
657,H-22-12,ADT9MG,13.0,I2B1FH,11.0,9KZ6W1,9.0,EO69NY,16.0,CD1NU9,6.0,PY5UPB,11.0,2T1DJM,9.0,I1KDJ0,4.0,IYLV38,13.0,TAHFOD,6.0,DGAONE,5.0,KZ5VR3,12.0,U95NWB,13.0,JGP0ID,9.0,JHSQHS,16.0,Z8KPP8,8.0,EBKM6C,14.0,HGXJD0,10.0
658,H-22-13,A7MDBC,6.0,6M2FJM,14.0,XUZJ74,4.0,UHYJ3A,7.0,LXJQVG,9.0,4E1WTK,15.0,YE890X,13.0,IPGA7X,12.0,Z26SRT,5.0,YE890X,14.0,VWXLZJ,12.0,GPBMZJ,8.0,O7AXAK,10.0,ZGYCSW,10.0,IYV9SV,8.0,BLJLMQ,7.0,6M2FJM,6.0,2T1DJM,13.0
664,H-24-11,U8203G,12.0,IPGA7X,8.0,IYXV3Z,9.0,ZRCYSH,10.0,J2URNJ,8.0,GPBMZJ,5.0,ETU70R,16.0,UDF17E,7.0,JEGRCL,12.0,EQQBND,12.0,KZ5VR3,6.0,37VA62,9.0,56TC1Z,4.0,TBCCF7,13.0,CST1KC,7.0,UU4A1K,13.0,JWTWL1,12.0,TB6WIP,5.0
665,H-24-12,SWN7AU,14.0,DNLEH7,11.0,I1KDJ0,9.0,QM2UH1,9.0,IYXV3Z,4.0,6MKIC6,9.0,SVFO5S,7.0,JWTWL1,4.0,ZGYCSW,16.0,N6JU7C,14.0,WRRW1W,15.0,HLOISD,4.0,5X8RAN,13.0,8D9SAW,11.0,G8ASPE,14.0,JCNON3,8.0,0SJH1Z,9.0,F29V5I,15.0
666,H-24-13,JU0ODD,9.0,6M2FJM,11.0,F0P5OQ,11.0,DNLEH7,7.0,122OKQ,9.0,6MKIC6,7.0,V7JUQL,13.0,YXGRMP,13.0,O7AXAK,10.0,8E9F1P,13.0,CU53FM,10.0,TBCCF7,12.0,CVU3QV,6.0,TNAHD4,7.0,6M2FJM,9.0,2OAVPY,13.0,9KZ6W1,13.0,TB6WIP,4.0
672,I-01-11,JEGRCL,7.5,JEGRCL,7.5,JEGRCL,7.5,JEGRCL,7.5,JEGRCL,7.5,JEGRCL,7.5,JEGRCL,7.5,JEGRCL,7.5,JEGRCL,7.5,JEGRCL,7.5,JEGRCL,7.5,JEGRCL,7.5,JEGRCL,7.5,JEGRCL,7.5,JEGRCL,7.5,JEGRCL,7.5,JEGRCL,7.5,JEGRCL,7.5
673,I-01-12,JEGRCL,9.0,JEGRCL,9.0,JEGRCL,9.0,JEGRCL,9.0,JEGRCL,9.0,JEGRCL,9.0,JEGRCL,9.0,JEGRCL,9.0,JEGRCL,9.0,JEGRCL,9.0,JEGRCL,9.0,JEGRCL,9.0,JEGRCL,9.0,JEGRCL,9.0,JEGRCL,9.0,JEGRCL,9.0,JEGRCL,9.0,JEGRCL,9.0
674,I-01-13,JEGRCL,9.0,JEGRCL,9.0,JEGRCL,9.0,JEGRCL,9.0,JEGRCL,9.0,JEGRCL,9.0,JEGRCL,9.0,JEGRCL,9.0,JEGRCL,9.0,JEGRCL,9.0,JEGRCL,9.0,JEGRCL,9.0,JEGRCL,9.0,JEGRCL,9.0,JEGRCL,9.0,JEGRCL,9.0,JEGRCL,9.0,JEGRCL,9.0
680,I-02-11,TNAHD4,9.0,TNAHD4,9.0,TNAHD4,9.0,TNAHD4,9.0,TNAHD4,9.0,TNAHD4,9.0,TNAHD4,9.0,TNAHD4,9.0,TNAHD4,9.0,TNAHD4,9.0,TNAHD4,9.0,TNAHD4,9.0,TNAHD4,9.0,TNAHD4,9.0,TNAHD4,9.0,TNAHD4,9.0,TNAHD4,9.0,TNAHD4,9.0
681,I-02-12,JEGRCL,12.0,JEGRCL,12.0,JEGRCL,12.0,JEGRCL,12.0,JEGRCL,12.0,JEGRCL,12.0,JEGRCL,12.0,JEGRCL,12.0,JEGRCL,12.0,JEGRCL,12.0,JEGRCL,12.0,JEGRCL,12.0,JEGRCL,12.0,JEGRCL,12.0,JEGRCL,12.0,JEGRCL,12.0,JEGRCL,12.0,JEGRCL,12.0
682,I-02-13,TNAHD4,9.0,TNAHD4,9.0,TNAHD4,9.0,TNAHD4,9.0,TNAHD4,9.0,TNAHD4,9.0,TNAHD4,9.0,TNAHD4,9.0,TNAHD4,9.0,TNAHD4,9.0,TNAHD4,9.0,TNAHD4,9.0,TNAHD4,9.0,TNAHD4,9.0,TNAHD4,9.0,TNAHD4,9.0,TNAHD4,9.0,TNAHD4,9.0
688,I-03-11,JEGRCL,10.0,JEGRCL,10.0,JEGRCL,10.0,JEGRCL,10.0,JEGRCL,10.0,JEGRCL,10.0,JEGRCL,10.0,JEGRCL,10.0,JEGRCL,10.0,JEGRCL,10.0,JEGRCL,10.0,JEGRCL,10.0,JEGRCL,10.0,JEGRCL,10.0,JEGRCL,10.0,JEGRCL,10.0,JEGRCL,10.0,JEGRCL,10.0
689,I-03-12,WRRW1W,7.0,WRRW1W,7.0,WRRW1W,7.0,WRRW1W,7.0,WRRW1W,7.0,WRRW1W,7.0,WRRW1W,7.0,WRRW1W,7.0,WRRW1W,7.0,WRRW1W,7.0,WRRW1W,7.0,WRRW1W,7.0,WRRW1W,7.0,WRRW1W,7.0,WRRW1W,7.0,WRRW1W,7.0,WRRW1W,7.0,WRRW1W,7.0
690,I-03-13,JEGRCL,10.0,JEGRCL,10.0,JEGRCL,10.0,JEGRCL,10.0,JEGRCL,10.0,JEGRCL,10.0,JEGRCL,10.0,JEGRCL,10.0,JEGRCL,10.0,JEGRCL,10.0,JEGRCL,10.0,JEGRCL,10.0,JEGRCL,10.0,JEGRCL,10.0,JEGRCL,10.0,JEGRCL,10.0,JEGRCL,10.0,JEGRCL,10.0
696,I-04-11,I1KDJ0,10.0,I1KDJ0,10.0,I1KDJ0,10.0,I1KDJ0,10.0,I1KDJ0,10.0,I1KDJ0,10.0,I1KDJ0,10.0,I1KDJ0,10.0,I1KDJ0,10.0,I1KDJ0,10.0,I1KDJ0,10.0,I1KDJ0,10.0,I1KDJ0,10.0,I1KDJ0,10.0,I1KDJ0,10.0,I1KDJ0,10.0,I1KDJ0,10.0,I1KDJ0,10.0
697,I-04-12,TNAHD4,10.0,TNAHD4,10.0,TNAHD4,10.0,TNAHD4,10.0,TNAHD4,10.0,TNAHD4,10.0,TNAHD4,10.0,TNAHD4,10.0,TNAHD4,10.0,TNAHD4,10.0,TNAHD4,10.0,TNAHD4,10.0,TNAHD4,10.0,TNAHD4,10.0,TNAHD4,10.0,TNAHD4,10.0,TNAHD4,10.0,TNAHD4,10.0
698,I-04-13,TNAHD4,10.0,TNAHD4,10.0,TNAHD4,10.0,TNAHD4,10.0,TNAHD4,10.0,TNAHD4,10.0,TNAHD4,10.0,TNAHD4,10.0,TNAHD4,10.0,TNAHD4,10.0,TNAHD4,10.0,TNAHD4,10.0,TNAHD4,10.0,TNAHD4,10.0,TNAHD4,10.0,TNAHD4,10.0,TNAHD4,10.0,TNAHD4,10.0
704,I-05-11,JEGRCL,10.5,JEGRCL,10.5,JEGRCL,10.5,JEGRCL,10.5,JEGRCL,10.5,JEGRCL,10.5,JEGRCL,10.5,JEGRCL,10.5,JEGRCL,10.5,JEGRCL,10.5,JEGRCL,10.5,JEGRCL,10.5,JEGRCL,10.5,JEGRCL,10.5,JEGRCL,10.5,JEGRCL,10.5,JEGRCL,10.5,JEGRCL,10.5
705,I-05-12,WRRW1W,8.5,WRRW1W,8.5,WRRW1W,8.5,WRRW1W,8.5,WRRW1W,8.5,WRRW1W,8.5,WRRW1W,8.5,WRRW1W,8.5,WRRW1W,8.5,WRRW1W,8.5,WRRW1W,8.5,WRRW1W,8.5,WRRW1W,8.5,WRRW1W,8.5,WRRW1W,8.5,WRRW1W,8.5,WRRW1W,8.5,WRRW1W,8.5
706,I-05-13,WRRW1W,9.0,WRRW1W,9.0,WRRW1W,9.0,WRRW1W,9.0,WRRW1W,9.0,WRRW1W,9.0,WRRW1W,9.0,WRRW1W,9.0,WRRW1W,9.0,WRRW1W,9.0,WRRW1W,9.0,WRRW1W,9.0,WRRW1W,9.0,WRRW1W,9.0,WRRW1W,9.0,WRRW1W,9.0,WRRW1W,9.0,WRRW1W,9.0
712,I-06-11,I1KDJ0,8.0,I1KDJ0,8.0,I1KDJ0,8.0,I1KDJ0,8.0,I1KDJ0,8.0,I1KDJ0,8.0,I1KDJ0,8.0,I1KDJ0,8.0,I1KDJ0,8.0,I1KDJ0,8.0,I1KDJ0,8.0,I1KDJ0,8.0,I1KDJ0,8.0,I1KDJ0,8.0,I1KDJ0,8.0,I1KDJ0,8.0,I1KDJ0,8.0,I1KDJ0,8.0
713,I-06-12,I1KDJ0,8.5,I1KDJ0,8.5,I1KDJ0,8.5,I1KDJ0,8.5,I1KDJ0,8.5,I1KDJ0,8.5,I1KDJ0,8.5,I1KDJ0,8.5,I1KDJ0,8.5,I1KDJ0,8.5,I1KDJ0,8.5,I1KDJ0,8.5,I1KDJ0,8.5,I1KDJ0,8.5,I1KDJ0,8.5,I1KDJ0,8.5,I1KDJ0,8.5,I1KDJ0,8.5
714,I-06-13,TNAHD4,10.5,TNAHD4,10.5,TNAHD4,10.5,TNAHD4,10.5,TNAHD4,10.5,TNAHD4,10.5,TNAHD4,10.5,TNAHD4,10.5,TNAHD4,10.5,TNAHD4,10.5,TNAHD4,10.5,TNAHD4,10.5,TNAHD4,10.5,TNAHD4,10.5,TNAHD4,10.5,TNAHD4,10.5,TNAHD4,10.5,TNAHD4,10.5
720,I-07-11,JEGRCL,12.0,JEGRCL,12.0,JEGRCL,12.0,JEGRCL,12.0,JEGRCL,12.0,JEGRCL,12.0,JEGRCL,12.0,JEGRCL,12.0,JEGRCL,12.0,JEGRCL,12.0,JEGRCL,12.0,JEGRCL,12.0,JEGRCL,12.0,JEGRCL,12.0,JEGRCL,12.0,JEGRCL,12.0,JEGRCL,12.0,JEGRCL,12.0
721,I-07-12,JEGRCL,12.0,JEGRCL,12.0,JEGRCL,12.0,JEGRCL,12.0,JEGRCL,12.0,JEGRCL,12.0,JEGRCL,12.0,JEGRCL,12.0,JEGRCL,12.0,JEGRCL,12.0,JEGRCL,12.0,JEGRCL,12.0,JEGRCL,12.0,JEGRCL,12.0,JEGRCL,12.0,JEGRCL,12.0,JEGRCL,12.0,JEGRCL,12.0
722,I-07-13,JEGRCL,12.0,JEGRCL,12.0,JEGRCL,12.0,JEGRCL,12.0,JEGRCL,12.0,JEGRCL,12.0,JEGRCL,12.0,JEGRCL,12.0,JEGRCL,12.0,JEGRCL,12.0,JEGRCL,12.0,JEGRCL,12.0,JEGRCL,12.0,JEGRCL,12.0,JEGRCL,12.0,JEGRCL,12.0,JEGRCL,12.0,JEGRCL,12.0
728,I-08-11,TNAHD4,12.0,TNAHD4,12.0,TNAHD4,12.0,TNAHD4,12.0,TNAHD4,12.0,TNAHD4,12.0,TNAHD4,12.0,TNAHD4,12.0,TNAHD4,12.0,TNAHD4,12.0,TNAHD4,12.0,TNAHD4,12.0,TNAHD4,12.0,TNAHD4,12.0,TNAHD4,12.0,TNAHD4,12.0,TNAHD4,12.0,TNAHD4,12.0
729,I-08-12,TNAHD4,12.0,TNAHD4,12.0,TNAHD4,12.0,TNAHD4,12.0,TNAHD4,12.0,TNAHD4,12.0,TNAHD4,12.0,TNAHD4,12.0,TNAHD4,12.0,TNAHD4,12.0,TNAHD4,12.0,TNAHD4,12.0,TNAHD4,12.0,TNAHD4,12.0,TNAHD4,12.0,TNAHD4,12.0,TNAHD4,12.0,TNAHD4,12.0
730,I-08-13,I1KDJ0,10.5,I1KDJ0,10.5,I1KDJ0,10.5,I1KDJ0,10.5,I1KDJ0,10.5,I1KDJ0,10.5,I1KDJ0,10.5,I1KDJ0,10.5,I1KDJ0,10.5,I1KDJ0,10.5,I1KDJ0,10.5,I1KDJ0,10.5,I1KDJ0,10.5,I1KDJ0,10.5,I1KDJ0,10.5,I1KDJ0,10.5,I1KDJ0,10.5,I1KDJ0,10.5
736,I-09-11,JEGRCL,13.0,JEGRCL,13.0,JEGRCL,13.0,JEGRCL,13.0,JEGRCL,13.0,JEGRCL,13.0,JEGRCL,13.0,JEGRCL,13.0,JEGRCL,13.0,JEGRCL,13.0,JEGRCL,13.0,JEGRCL,13.0,JEGRCL,13.0,JEGRCL,13.0,JEGRCL,13.0,JEGRCL,13.0,JEGRCL,13.0,JEGRCL,13.0
737,I-09-12,2OAVPY,9.5,2OAVPY,9.5,2OAVPY,9.5,2OAVPY,9.5,2OAVPY,9.5,2OAVPY,9.5,2OAVPY,9.5,2OAVPY,9.5,2OAVPY,9.5,2OAVPY,9.5,2OAVPY,9.5,2OAVPY,9.5,2OAVPY,9.5,2OAVPY,9.5,2OAVPY,9.5,2OAVPY,9.5,2OAVPY,9.5,2OAVPY,9.5
738,I-09-13,CD1NU9,9.0,CD1NU9,9.0,CD1NU9,9.0,CD1NU9,9.0,CD1NU9,9.0,CD1NU9,9.0,CD1NU9,9.0,CD1NU9,9.0,CD1NU9,9.0,CD1NU9,9.0,CD1NU9,9.0,CD1NU9,9.0,CD1NU9,9.0,CD1NU9,9.0,CD1NU9,9.0,CD1NU9,9.0,CD1NU9,9.0,CD1NU9,9.0
744,I-10-11,TNAHD4,13.0,TNAHD4,13.0,TNAHD4,13.0,TNAHD4,13.0,TNAHD4,13.0,TNAHD4,13.0,TNAHD4,13.0,TNAHD4,13.0,TNAHD4,13.0,TNAHD4,13.0,TNAHD4,13.0,TNAHD4,13.0,TNAHD4,13.0,TNAHD4,13.0,TNAHD4,13.0,TNAHD4,13.0,TNAHD4,13.0,TNAHD4,13.0
