,originalLocation,col_1_label,col_1_qty,col_2_label,col_2_qty,col_3_label,col_3_qty,col_4_label,col_4_qty,col_5_label,col_5_qty,col_6_label,col_6_qty,col_7_label,col_7_qty,col_8_label,col_8_qty,col_9_label,col_9_qty,col_10_label,col_10_qty,col_11_label,col_11_qty,col_12_label,col_12_qty,col_13_label,col_13_qty,col_14_label,col_14_qty,col_15_label,col_15_qty,col_16_label,col_16_qty,col_17_label,col_17_qty,col_18_label,col_18_qty
585,H-02-12,05W6TK,7.5,05W6TK,7.5,05W6TK,7.5,05W6TK,7.5,05W6TK,7.5,05W6TK,7.5,05W6TK,7.5,05W6TK,7.5,05W6TK,7.5,05W6TK,7.5,05W6TK,7.5,05W6TK,7.5,05W6TK,7.5,05W6TK,7.5,05W6TK,7.5,05W6TK,7.5,05W6TK,7.5,05W6TK,7.5
586,H-02-13,05W6TK,8.5,05W6TK,8.5,05W6TK,8.5,05W6TK,8.5,05W6TK,8.5,05W6TK,8.5,05W6TK,8.5,05W6TK,8.5,05W6TK,8.5,05W6TK,8.5,05W6TK,8.5,05W6TK,8.5,05W6TK,8.5,05W6TK,8.5,05W6TK,8.5,05W6TK,8.5,05W6TK,8.5,05W6TK,8.5
587,H-02-21,05W6TK,6.0,05W6TK,6.0,05W6TK,6.0,05W6TK,6.0,05W6TK,6.0,05W6TK,6.0,05W6TK,6.0,05W6TK,6.0,05W6TK,6.0,05W6TK,6.0,05W6TK,6.0,05W6TK,6.0,05W6TK,6.0,05W6TK,6.0,05W6TK,6.0,05W6TK,6.0,05W6TK,6.0,05W6TK,6.0
588,H-02-22,05W6TK,7.0,05W6TK,7.0,05W6TK,7.0,05W6TK,7.0,05W6TK,7.0,05W6TK,7.0,05W6TK,7.0,05W6TK,7.0,05W6TK,7.0,05W6TK,7.0,05W6TK,7.0,05W6TK,7.0,05W6TK,7.0,05W6TK,7.0,05W6TK,7.0,05W6TK,7.0,05W6TK,7.0,05W6TK,7.0
589,H-02-23,05W6TK,8.0,05W6TK,8.0,05W6TK,8.0,05W6TK,8.0,05W6TK,8.0,05W6TK,8.0,05W6TK,8.0,05W6TK,8.0,05W6TK,8.0,05W6TK,8.0,05W6TK,8.0,05W6TK,8.0,05W6TK,8.0,05W6TK,8.0,05W6TK,8.0,05W6TK,8.0,05W6TK,8.0,05W6TK,8.0
590,H-02-30,066BOU,5.0,XFQ9CP,10.0,IA7X1P,15.0,IYXV3Z,16.0,DSQXYR,7.0,UNPPMJ,4.0,I1X92B,10.0,SVJZKL,9.0,ODZZLY,6.0,J3FI7N,10.0,V6K6JX,12.0,5HQR89,8.0,YN8OHN,6.0,TOENMT,6.0,YMN5EM,10.0,122OKQ,10.0,JWTWL1,16.0,69L9MX,12.0
591,H-02-40,AKP0A7,4.0,3LQL9L,15.0,DF3KQM,8.0,5P2MVG,15.0,TBCCF7,13.0,EUMBM7,15.0,O7AXAK,10.0,IYLV38,14.0,MLV9BR,16.0,6N3PKW,10.0,1D2ILZ,7.0,6M2FJM,7.0,FQ53YY,16.0,RAUDQ6,10.0,1D2ILZ,10.0,LXJQVG,7.0,PP9DNA,6.0,DNLEH7,12.0
592,H-04-11,05W6TK,9.0,05W6TK,9.0,05W6TK,9.0,05W6TK,9.0,05W6TK,9.0,05W6TK,9.0,05W6TK,9.0,05W6TK,9.0,05W6TK,9.0,05W6TK,9.0,05W6TK,9.0,05W6TK,9.0,05W6TK,9.0,05W6TK,9.0,05W6TK,9.0,05W6TK,9.0,05W6TK,9.0,05W6TK,9.0
593,H-04-12,05W6TK,9.5,05W6TK,9.5,05W6TK,9.5,05W6TK,9.5,05W6TK,9.5,05W6TK,9.5,05W6TK,9.5,05W6TK,9.5,05W6TK,9.5,05W6TK,9.5,05W6TK,9.5,05W6TK,9.5,05W6TK,9.5,05W6TK,9.5,05W6TK,9.5,05W6TK,9.5,05W6TK,9.5,05W6TK,9.5
594,H-04-13,8N10W9,7.5,8N10W9,7.5,8N10W9,7.5,8N10W9,7.5,8N10W9,7.5,8N10W9,7.5,8N10W9,7.5,8N10W9,7.5,8N10W9,7.5,8N10W9,7.5,8N10W9,7.5,8N10W9,7.5,8N10W9,7.5,8N10W9,7.5,8N10W9,7.5,8N10W9,7.5,8N10W9,7.5,8N10W9,7.5
595,H-04-21,05W6TK,9.0,05W6TK,9.0,05W6TK,9.0,05W6TK,9.0,05W6TK,9.0,05W6TK,9.0,05W6TK,9.0,05W6TK,9.0,05W6TK,9.0,05W6TK,9.0,05W6TK,9.0,05W6TK,9.0,05W6TK,9.0,05W6TK,9.0,05W6TK,9.0,05W6TK,9.0,05W6TK,9.0,05W6TK,9.0
596,H-04-22,05W6TK,9.5,05W6TK,9.5,05W6TK,9.5,05W6TK,9.5,05W6TK,9.5,05W6TK,9.5,05W6TK,9.5,05W6TK,9.5,05W6TK,9.5,05W6TK,9.5,05W6TK,9.5,05W6TK,9.5,05W6TK,9.5,05W6TK,9.5,05W6TK,9.5,05W6TK,9.5,05W6TK,9.5,05W6TK,9.5
597,H-04-23,05W6TK,10.0,05W6TK,10.0,05W6TK,10.0,05W6TK,10.0,05W6TK,10.0,05W6TK,10.0,05W6TK,10.0,05W6TK,10.0,05W6TK,10.0,05W6TK,10.0,05W6TK,10.0,05W6TK,10.0,05W6TK,10.0,05W6TK,10.0,05W6TK,10.0,05W6TK,10.0,05W6TK,10.0,05W6TK,10.0
598,H-04-30,JEGRCL,4.0,K3YA1X,5.0,JHSQHS,11.0,1D2ILZ,8.0,FQ53YY,5.0,HXQR4L,10.0,O7AXAK,9.0,HI2X6U,5.0,W25EZN,12.0,UU4A1K,10.0,ULG3QT,6.0,ADT9MG,11.0,DF3KQM,12.0,E2ES5Z,8.0,ETU70R,11.0,IYV9SV,16.0,AHR20O,8.0,J2URNJ,16.0
599,H-04-40,ULG3QT,16.0,J3FI7N,6.0,2LPO6D,4.0,CD1NU9,12.0,PZUF7K,6.0,O7AXAK,7.0,HA0BOB,10.0,HOUGRO,12.0,5MNTT7,14.0,F29V5I,14.0,3LQL9L,14.0,SMMRK3,10.0,8N10W9,13.0,M67GNC,9.0,RUUOCB,16.0,6MKIC6,15.0,HA0BOB,6.0,6N3PKW,16.0
600,H-06-11,05W6TK,10.5,05W6TK,10.5,05W6TK,10.5,05W6TK,10.5,05W6TK,10.5,05W6TK,10.5,05W6TK,10.5,05W6TK,10.5,05W6TK,10.5,05W6TK,10.5,05W6TK,10.5,05W6TK,10.5,05W6TK,10.5,05W6TK,10.5,05W6TK,10.5,05W6TK,10.5,05W6TK,10.5,05W6TK,10.5
601,H-06-12,05W6TK,11.5,05W6TK,11.5,05W6TK,11.5,05W6TK,11.5,05W6TK,11.5,05W6TK,11.5,05W6TK,11.5,05W6TK,11.5,05W6TK,11.5,05W6TK,11.5,05W6TK,11.5,05W6TK,11.5,05W6TK,11.5,05W6TK,11.5,05W6TK,11.5,05W6TK,11.5,05W6TK,11.5,05W6TK,11.5
602,H-06-13,05W6TK,12.5,05W6TK,12.5,05W6TK,12.5,05W6TK,12.5,05W6TK,12.5,05W6TK,12.5,05W6TK,12.5,05W6TK,12.5,05W6TK,12.5,05W6TK,12.5,05W6TK,12.5,05W6TK,12.5,05W6TK,12.5,05W6TK,12.5,05W6TK,12.5,05W6TK,12.5,05W6TK,12.5,05W6TK,12.5
603,H-06-21,05W6TK,10.5,05W6TK,10.5,05W6TK,10.5,05W6TK,10.5,05W6TK,10.5,05W6TK,10.5,05W6TK,10.5,05W6TK,10.5,05W6TK,10.5,05W6TK,10.5,05W6TK,10.5,05W6TK,10.5,05W6TK,10.5,05W6TK,10.5,05W6TK,10.5,05W6TK,10.5,05W6TK,10.5,05W6TK,10.5
604,H-06-22,05W6TK,11.0,05W6TK,11.0,05W6TK,11.0,05W6TK,11.0,05W6TK,11.0,05W6TK,11.0,05W6TK,11.0,05W6TK,11.0,05W6TK,11.0,05W6TK,11.0,05W6TK,11.0,05W6TK,11.0,05W6TK,11.0,05W6TK,11.0,05W6TK,11.0,05W6TK,11.0,05W6TK,11.0,05W6TK,11.0
605,H-06-23,05W6TK,12.0,05W6TK,12.0,05W6TK,12.0,05W6TK,12.0,05W6TK,12.0,05W6TK,12.0,05W6TK,12.0,05W6TK,12.0,05W6TK,12.0,05W6TK,12.0,05W6TK,12.0,05W6TK,12.0,05W6TK,12.0,05W6TK,12.0,05W6TK,12.0,05W6TK,12.0,05W6TK,12.0,05W6TK,12.0
606,H-06-30,TBCCF7,16.0,N6JU7C,6.0,VHQ356,12.0,MLV9BR,13.0,J3FI7N,16.0,CD1NU9,13.0,RAUDQ6,5.0,SVFO5S,4.0,KTDZY0,11.0,QP56BU,13.0,JGP0ID,11.0,5X8RAN,10.0,X31OGS,8.0,0LNUOV,11.0,XFQ9CP,4.0,K3YA1X,12.0,KUFVRI,8.0,ADT9MG,9.0
607,H-06-40,ULG3QT,13.0,PC1PMV,16.0,O9YFO8,5.0,F0P5OQ,15.0,T3NVTG,13.0,F98BNI,7.0,9KHDG3,6.0,PP9DNA,7.0,56TC1Z,8.0,5IXVJ1,9.0,AHR20O,7.0,XFQ9CP,6.0,DSQXYR,5.0,W25EZN,12.0,WH1BJI,9.0,TNZ1OO,16.0,KUFVRI,11.0,PP9DNA,14.0
608,H-08-11,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5
609,H-08-12,HOUGRO,8.0,HOUGRO,8.0,HOUGRO,8.0,HOUGRO,8.0,HOUGRO,8.0,HOUGRO,8.0,HOUGRO,8.0,HOUGRO,8.0,HOUGRO,8.0,HOUGRO,8.0,HOUGRO,8.0,HOUGRO,8.0,HOUGRO,8.0,HOUGRO,8.0,HOUGRO,8.0,HOUGRO,8.0,HOUGRO,8.0,HOUGRO,8.0
610,H-08-13,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5
611,H-08-21,8N10W9,9.5,8N10W9,9.5,8N10W9,9.5,8N10W9,9.5,8N10W9,9.5,8N10W9,9.5,8N10W9,9.5,8N10W9,9.5,8N10W9,9.5,8N10W9,9.5,8N10W9,9.5,8N10W9,9.5,8N10W9,9.5,8N10W9,9.5,8N10W9,9.5,8N10W9,9.5,8N10W9,9.5,8N10W9,9.5
612,H-08-22,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5
613,H-08-23,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5,HOUGRO,8.5
614,H-08-30,F7LULH,16.0,V6K6JX,11.0,O7TSVL,6.0,RUUOCB,11.0,V7JUQL,10.0,TB6WIP,13.0,Z26SRT,4.0,C5O9C9,5.0,PC1PMV,15.0,MLV9BR,13.0,IYLV38,12.0,8E9F1P,15.0,MLV9BR,15.0,7BU1V7,16.0,QP56BU,11.0,TB6WIP,5.0,5P4LRT,5.0,ZRCYSH,16.0
615,H-08-40,NISP6K,11.0,W25EZN,4.0,UDF17E,6.0,U8203G,12.0,AHSNWF,7.0,70EPUK,4.0,ZRCYSH,10.0,70EPUK,12.0,5MNTT7,8.0,QOMHJ2,7.0,YXGRMP,6.0,QP56BU,13.0,G8ASPE,11.0,QVFB0Q,7.0,Z26SRT,5.0,4E0KXI,5.0,J3FI7N,9.0,SMMRK3,4.0
616,H-10-11,HOUGRO,9.0,HOUGRO,9.0,HOUGRO,9.0,HOUGRO,9.0,HOUGRO,9.0,HOUGRO,9.0,HOUGRO,9.0,HOUGRO,9.0,HOUGRO,9.0,HOUGRO,9.0,HOUGRO,9.0,HOUGRO,9.0,HOUGRO,9.0,HOUGRO,9.0,HOUGRO,9.0,HOUGRO,9.0,HOUGRO,9.0,HOUGRO,9.0
617,H-10-12,HOUGRO,9.0,HOUGRO,9.0,HOUGRO,9.0,HOUGRO,9.0,HOUGRO,9.0,HOUGRO,9.0,HOUGRO,9.0,HOUGRO,9.0,HOUGRO,9.0,HOUGRO,9.0,HOUGRO,9.0,HOUGRO,9.0,HOUGRO,9.0,HOUGRO,9.0,HOUGRO,9.0,HOUGRO,9.0,HOUGRO,9.0,HOUGRO,9.0
618,H-10-13,HOUGRO,13.0,HOUGRO,13.0,HOUGRO,13.0,HOUGRO,13.0,HOUGRO,13.0,HOUGRO,13.0,HOUGRO,13.0,HOUGRO,13.0,HOUGRO,13.0,HOUGRO,13.0,HOUGRO,13.0,HOUGRO,13.0,HOUGRO,13.0,HOUGRO,13.0,HOUGRO,13.0,HOUGRO,13.0,HOUGRO,13.0,HOUGRO,13.0
619,H-10-21,HOUGRO,9.0,HOUGRO,9.0,HOUGRO,9.0,HOUGRO,9.0,HOUGRO,9.0,HOUGRO,9.0,HOUGRO,9.0,HOUGRO,9.0,HOUGRO,9.0,HOUGRO,9.0,HOUGRO,9.0,HOUGRO,9.0,HOUGRO,9.0,HOUGRO,9.0,HOUGRO,9.0,HOUGRO,9.0,HOUGRO,9.0,HOUGRO,9.0
620,H-10-22,HOUGRO,10.5,HOUGRO,10.5,HOUGRO,10.5,HOUGRO,10.5,HOUGRO,10.5,HOUGRO,10.5,HOUGRO,10.5,HOUGRO,10.5,HOUGRO,10.5,HOUGRO,10.5,HOUGRO,10.5,HOUGRO,10.5,HOUGRO,10.5,HOUGRO,10.5,HOUGRO,10.5,HOUGRO,10.5,HOUGRO,10.5,HOUGRO,10.5
621,H-10-23,HOUGRO,11.5,HOUGRO,11.5,HOUGRO,11.5,HOUGRO,11.5,HOUGRO,11.5,HOUGRO,11.5,HOUGRO,11.5,HOUGRO,11.5,HOUGRO,11.5,HOUGRO,11.5,HOUGRO,11.5,HOUGRO,11.5,HOUGRO,11.5,HOUGRO,11.5,HOUGRO,11.5,HOUGRO,11.5,HOUGRO,11.5,HOUGRO,11.5
622,H-10-30,6WT73N,11.0,J3FI7N,4.0,TLFT43,10.0,G8ASPE,6.0,Z8KPP8,12.0,N6JU7C,16.0,ZRCYSH,16.0,I1KDJ0,11.0,CST1KC,7.0,RUUOCB,5.0,AX7BJ8,8.0,CU53FM,13.0,D05ZS7,6.0,2Z7ZEP,11.0,IYV9SV,8.0,Q50W5L,14.0,56TC1Z,10.0,9S4AF8,13.0
623,H-10-40,X0HH8Y,5.0,PC1PMV,11.0,VHQ356,11.0,AHSNWF,16.0,A7MDBC,12.0,ZRCYSH,7.0,BLJLMQ,8.0,8D9SAW,13.0,S90CD9,14.0,5P4LRT,11.0,6MKIC6,16.0,QM2UH1,6.0,69L9MX,14.0,JEGRCL,12.0,DGAONE,4.0,37VA62,12.0,6M2FJM,7.0,XSFSKX,14.0
624,H-14-11,TAHFOD,5.0,M67GNC,11.0,FJ25W1,8.0,Q50W5L,5.0,5X8RAN,12.0,EA91CP,13.0,BLJLMQ,16.0,JEGRCL,15.0,4E0KXI,11.0,AX7BJ8,12.0,U95NWB,4.0,IYLV38,7.0,XSFSKX,11.0,56TC1Z,13.0,Q164T6,5.0,HI2X6U,6.0,PP9DNA,15.0,1JT1XB,5.0
625,H-14-12,RN2DSQ,14.0,J2URNJ,5.0,JWTWL1,4.0,APQKWK,12.0,JWTWL1,5.0,XSFSKX,12.0,YE890X,13.0,NJVZEL,15.0,ZGYCSW,10.0,IJBSQT,9.0,56TC1Z,11.0,AB9XBU,15.0,JHSQHS,15.0,70EPUK,4.0,ODZZLY,14.0,AB9XBU,16.0,XSFSKX,6.0,MLV9BR,10.0
626,H-14-13,UU4A1K,5.0,5P4LRT,8.0,02MRUH,6.0,IYLV38,6.0,UHYJ3A,16.0,N6JU7C,12.0,JGP0ID,11.0,WGHG3L,7.0,WGHG3L,9.0,U95NWB,9.0,VWXLZJ,12.0,I1X92B,9.0,IA7X1P,4.0,5P4LRT,14.0,U8203G,15.0,2OAVPY,13.0,U8203G,4.0,QP56BU,8.0
627,H-14-21,KUFVRI,12.0,KUFVRI,12.0,KUFVRI,12.0,KUFVRI,12.0,KUFVRI,12.0,KUFVRI,12.0,KUFVRI,12.0,KUFVRI,12.0,KUFVRI,12.0,KUFVRI,12.0,KUFVRI,12.0,KUFVRI,12.0,KUFVRI,12.0,KUFVRI,12.0,KUFVRI,12.0,KUFVRI,12.0,KUFVRI,12.0,KUFVRI,12.0
628,H-14-22,EUMBM7,5.0,SMMRK3,7.0,BLJLMQ,15.0,EUMBM7,10.0,JU0ODD,12.0,0SJH1Z,5.0,9VBE59,10.0,HOUJQN,8.0,HGXJD0,12.0,ZX6MUV,13.0,U8203G,6.0,ULG3QT,13.0,NISP6K,9.0,XUZJ74,13.0,HOUGRO,9.0,F73ZE1,5.0,EBKM6C,9.0,YXGRMP,7.0
629,H-14-23,XFQ9CP,11.0,TLFT43,10.0,6M2FJM,15.0,SY1DDY,16.0,NJVZEL,14.0,TBCCF7,14.0,9S4AF8,13.0,IYV9SV,12.0,066BOU,15.0,5P2MVG,13.0,AX7BJ8,13.0,800OVF,11.0,UDF17E,5.0,UDF17E,9.0,V7JUQL,13.0,8E9F1P,7.0,M67GNC,9.0,DF3KQM,10.0
630,H-14-30,UNPPMJ,5.0,IYXV3Z,16.0,NM6C73,16.0,HGXJD0,7.0,122OKQ,15.0,02MRUH,15.0,MLV9BR,11.0,HGXJD0,16.0,I1KDJ0,13.0,05W6TK,16.0,SSQFQA,5.0,YKQY4X,8.0,NISP6K,16.0,FQ53YY,16.0,ZGYCSW,12.0,XFQ9CP,9.0,EQQBND,5.0,8D9SAW,7.0
631,H-14-40,W25EZN,4.0,UDF17E,6.0,AHR20O,9.0,K3YA1X,10.0,HGXJD0,16.0,1D2ILZ,15.0,G8ASPE,16.0,NJVZEL,4.0,EA91CP,6.0,FJ25W1,9.0,X0HH8Y,11.0,ETU70R,12.0,V6K6JX,14.0,JGP0ID,7.0,YRRNGL,10.0,32ZKOX,14.0,8E9F1P,12.0,F0P5OQ,5.0
632,H-16-11,5P4LRT,6.0,EUMBM7,6.0,A7MDBC,5.0,VWXLZJ,7.0,ZGYCSW,15.0,JU0ODD,8.0,SY1DDY,5.0,O9YFO8,4.0,5X8RAN,7.0,EBKM6C,5.0,63KAC1,13.0,JHSQHS,10.0,F0P5OQ,12.0,S90CD9,10.0,O7TSVL,5.0,XLTRGL,10.0,122OKQ,10.0,SMMRK3,14.0
633,H-16-12,PC1PMV,4.0,JEGRCL,6.0,QOMHJ2,11.0,QOMHJ2,15.0,SMMRK3,15.0,4ILN0A,7.0,MLV9BR,12.0,Z26SRT,15.0,QTMT7N,6.0,S90CD9,9.0,UNPPMJ,14.0,UNPPMJ,4.0,D8AMD3,7.0,HXQR4L,16.0,2OAVPY,7.0,TB6WIP,4.0,M8W7TS,13.0,JU0ODD,11.0
634,H-16-13,NJVZEL,7.0,UDF17E,9.0,UHYJ3A,15.0,UU4A1K,8.0,EA91CP,12.0,PZUF7K,6.0,1D2ILZ,7.0,TBCCF7,5.0,ZX6MUV,6.0,2T1DJM,10.0,HA0BOB,13.0,0SJH1Z,10.0,1ENECA,12.0,02MRUH,12.0,PY5UPB,16.0,HXQR4L,8.0,YXGRMP,10.0,QTMT7N,5.0
635,H-16-21,DGAONE,4.0,HOUGRO,6.0,56TC1Z,15.0,JCNON3,5.0,6M2FJM,6.0,SVFO5S,16.0,YMN5EM,16.0,IJBSQT,10.0,O7TSVL,14.0,UU4A1K,8.0,FQ53YY,11.0,8D9SAW,6.0,J3FI7N,13.0,HOUJQN,8.0,4SD17H,14.0,PP9DNA,10.0,SMMRK3,15.0,VHQ356,16.0
636,H-16-22,N6JU7C,12.0,7GC57K,14.0,XPZSZ1,16.0,YKQY4X,10.0,NJVZEL,15.0,YKQY4X,15.0,Q50W5L,4.0,EBKM6C,8.0,UMKYTJ,4.0,F29V5I,13.0,YRRNGL,14.0,5P4LRT,10.0,JWTWL1,15.0,E5CISL,16.0,8N10W9,10.0,EO69NY,6.0,63KAC1,8.0,KUFVRI,8.0
637,H-16-23,9FWH2G,9.0,CU53FM,10.0,O7TSVL,15.0,066BOU,13.0,9VBE59,4.0,G8ASPE,10.0,6M2FJM,4.0,QXS5D1,6.0,0LNUOV,9.0,QTMT7N,10.0,JCIIEB,12.0,8N10W9,4.0,84ABYS,16.0,84ABYS,9.0,DSQXYR,6.0,XUZJ74,8.0,Q50W5L,15.0,ZGYCSW,5.0
638,H-16-30,EYEOXS,10.0,ASG1IT,10.0,PC1PMV,14.0,F0P5OQ,6.0,CD1NU9,15.0,SY1DDY,6.0,AKP0A7,15.0,G8ASPE,10.0,HOUGRO,10.0,A19092,15.0,JEGRCL,8.0,JCNON3,13.0,SY1DDY,8.0,PZUF7K,10.0,4E1WTK,15.0,O9YFO8,16.0,YN8OHN,6.0,YN8OHN,10.0
639,H-16-40,XPZSZ1,8.0,7BU1V7,15.0,AX7BJ8,7.0,WH1BJI,9.0,5MNTT7,12.0,6N3PKW,5.0,X0HH8Y,11.0,9S4AF8,10.0,ZRCYSH,15.0,2T1DJM,12.0,122OKQ,14.0,JCNON3,8.0,9FWH2G,16.0,ZX6MUV,8.0,AB9XBU,15.0,VWXLZJ,7.0,3LQL9L,10.0,5HQR89,16.0
640,H-18-11,VWXLZJ,6.0,G8ASPE,7.0,IYXV3Z,5.0,X31OGS,7.0,GPBMZJ,8.0,BLJLMQ,16.0,RUUOCB,10.0,69L9MX,6.0,ZGYCSW,14.0,ETU70R,8.0,122OKQ,15.0,IJBSQT,14.0,DF3KQM,12.0,A19092,9.0,DSQXYR,10.0,IJBSQT,9.0,IYXV3Z,9.0,CU53FM,13.0
641,H-18-12,AHR20O,4.0,9VBE59,4.0,KUFVRI,15.0,JHSQHS,8.0,QTMT7N,14.0,9S4AF8,6.0,TQBVRI,9.0,ODZZLY,12.0,JGP0ID,11.0,QP56BU,9.0,FQ53YY,11.0,3LQL9L,6.0,6MKIC6,15.0,O7AXAK,9.0,RN2DSQ,4.0,VWXLZJ,5.0,SMMRK3,15.0,F29V5I,7.0
642,H-18-13,1ENECA,4.0,IYXV3Z,8.0,I1X92B,14.0,TLFT43,5.0,Y813MQ,4.0,84ABYS,11.0,G8ASPE,7.0,8BSFSA,13.0,HI2X6U,7.0,Y813MQ,5.0,YRRNGL,4.0,MLV9BR,15.0,E2ES5Z,12.0,PZUF7K,8.0,1JT1XB,11.0,F73ZE1,13.0,SVFO5S,9.0,69L9MX,7.0
643,H-18-21,U8203G,8.0,M8W7TS,4.0,HXQR4L,14.0,NISP6K,12.0,DSQXYR,12.0,APQKWK,9.0,ADT9MG,9.0,2Z7ZEP,15.0,ASG1IT,11.0,EAJXUV,13.0,EA91CP,16.0,M67GNC,12.0,EO69NY,8.0,ZRCYSH,14.0,M8W7TS,12.0,KTDZY0,15.0,U8203G,16.0,JGP0ID,13.0
644,H-18-22,DGAONE,11.0,YMN5EM,12.0,AX7BJ8,15.0,9KZ6W1,11.0,8D9SAW,4.0,4ILN0A,8.0,WGHG3L,5.0,2OAVPY,11.0,U95NWB,16.0,ULG3QT,8.0,IYV9SV,8.0,I2B1FH,14.0,WGHG3L,4.0,1A6YTA,11.0,XSFSKX,4.0,ZX6MUV,16.0,066BOU,13.0,QP56BU,15.0
645,H-18-23,8N10W9,11.0,PP9DNA,7.0,EUMBM7,16.0,HOUGRO,9.0,MLV9BR,6.0,O7AXAK,16.0,HGXJD0,6.0,QOMHJ2,7.0,B24J86,14.0,XFQ9CP,9.0,W25EZN,4.0,XLTRGL,9.0,SWN7AU,11.0,0LNUOV,14.0,X0HH8Y,14.0,5HQR89,4.0,Z8KPP8,16.0,ZRCYSH,8.0
646,H-18-30,KUFVRI,4.0,MLV9BR,15.0,2LPO6D,15.0,NM6C73,6.0,TAHFOD,12.0,EQQBND,13.0,SWN7AU,14.0,PZUF7K,6.0,E2ES5Z,16.0,IYXV3Z,12.0,066BOU,5.0,9KZ6W1,8.0,QM2UH1,10.0,YE890X,6.0,9VBE59,7.0,9KHDG3,9.0,7GC57K,14.0,TNAHD4,14.0
647,H-18-40,XLTRGL,7.0,F98BNI,9.0,Y813MQ,10.0,2OAVPY,4.0,JEGRCL,15.0,2LPO6D,8.0,GPBMZJ,13.0,UCRNWD,10.0,F29V5I,15.0,2OAVPY,7.0,066BOU,13.0,GPBMZJ,14.0,YRRNGL,15.0,9KZ6W1,7.0,EA91CP,7.0,CST1KC,6.0,F73ZE1,8.0,QVFB0Q,15.0
648,H-20-11,NJVZEL,11.0,A19092,5.0,69L9MX,6.0,PC1PMV,4.0,H1I7JZ,6.0,4E1WTK,9.0,ZGYCSW,15.0,SY1DDY,7.0,YN8OHN,5.0,S90CD9,4.0,0SJH1Z,10.0,CST1KC,7.0,SWN7AU,4.0,G8ASPE,16.0,W518XY,13.0,ZRCYSH,4.0,BLJLMQ,16.0,DNLEH7,16.0
649,H-20-12,E2ES5Z,16.0,800OVF,7.0,SWN7AU,16.0,5MNTT7,13.0,7GC57K,5.0,AHR20O,5.0,PY5UPB,5.0,QP56BU,13.0,066BOU,5.0,6N3PKW,12.0,Z26SRT,10.0,9VBE59,6.0,PC1PMV,15.0,TNZ1OO,6.0,Z8KPP8,10.0,ADT9MG,16.0,QTMT7N,4.0,69L9MX,7.0
650,H-20-13,DGAONE,10.0,8N10W9,4.0,TOENMT,13.0,X0HH8Y,7.0,S90CD9,6.0,I1KDJ0,16.0,UNPPMJ,11.0,2OAVPY,15.0,5X8RAN,9.0,QOMHJ2,15.0,6WT73N,14.0,HGXJD0,13.0,YXGRMP,16.0,D8AMD3,6.0,O9YFO8,13.0,XPZSZ1,5.0,JWTWL1,16.0,A19092,10.0
651,H-20-21,KTDZY0,8.0,NJVZEL,4.0,7BU1V7,13.0,BLJLMQ,16.0,5X8RAN,10.0,ODZZLY,12.0,BLJLMQ,5.0,EYEOXS,12.0,VWXLZJ,4.0,CVU3QV,7.0,2LPO6D,5.0,63KAC1,9.0,NM6C73,9.0,4E0KXI,14.0,CU53FM,7.0,U95NWB,10.0,CVU3QV,6.0,K3YA1X,13.0
652,H-20-22,SWN7AU,12.0,F73ZE1,8.0,ADT9MG,7.0,ULG3QT,8.0,YE890X,6.0,69L9MX,15.0,YMN5EM,9.0,ZX6MUV,10.0,RAUDQ6,16.0,JCIIEB,5.0,QOMHJ2,8.0,DSQXYR,7.0,5MNTT7,4.0,V6K6JX,10.0,9FWH2G,9.0,I1X92B,11.0,G8ASPE,15.0,CVU3QV,9.0
